storm identifier,report ID,date,year,month,day,time,error,type,mag,state,county,radar,slat,slon,elat,elon,start_time (start time of storm analysis),end_time (end time of storm analysis),start_lat (start lat of storm analysis),start_lon (start lon of storm analysis),end_lat (end lat of storm analysis),end_lon (end lon of storm analysis),bndy,hcr,merger,merger_times (separated by spaces � HHMM),bndy orientation (degrees ... included if there is a boundary or HCRs),do_not_include,notes (NO COMMAS),,,,,,
20040621-storm2,2004-H-012169-01,6/22/04,2004,6,22,59,,HAIL,425,TX,Randall,KAMA,35.12,-101.92,,,,,35.12,-101.92,,,0,0,,,,1,"radar data not available, and duplicate",,,,,,
20040621-storm3,2004-T-001360-01,6/22/04,2004,6,22,150,1,TORNADO,1,TX,Randall,KAMA,34.98,-101.85,34.98,-101.85,,,34.98,-101.85,,,0,0,,,,1,"radar data not available, and duplicate",,,,,,
20040623-storm1,2004-T-001375-01,6/24/04,2004,6,24,200,,TORNADO,1,WI,Outagamie,KGRB,44.28,-88.27,44.27,-88.27,14255,21735,44.2992,-88.4661,44.3019,-88.0609,0,0,0,,,,,,,,,,
20040623-storm2,2004-W-011617-01,6/24/04,2004,6,24,215,,WIND,80,WI,Jefferson,KMKX,42.88,-88.92,,,13032,24529,43.0692,-89.5207,42.8225,-88.3339,0,0,1,141 0206,,,,,,,,,
20040623-storm3,2004-T-001304-01,6/24/04,2004,6,24,223,,TORNADO,1,WI,Jefferson,KMKX,42.87,-88.75,42.85,-88.65,,,42.87,-88.75,,,0,0,,,,1,duplicate,,,,,,
20040626-storm1,2004-T-001239-01,6/26/04,2004,6,26,2145,,TORNADO,0,KS,Cheyenne,KGLD,39.7,-101.72,39.7,-101.72,202436,5111,39.9841,-102.0424,39.1903,-101.9663,0,0,1,2132,,,,,,,,,
20040626-storm2,2004-W-003628-01,6/26/04,2004,6,26,2205,1,WIND,69,KS,Cheyenne,KGLD,39.6,-101.72,,,,,39.6,-101.72,,,0,0,,,,1,duplicate,,,,,,
20040626-storm3,2004-T-001240-01,6/26/04,2004,6,26,2210,1,TORNADO,0,KS,Cheyenne,KGLD,39.6,-101.72,39.6,-101.72,,,39.6,-101.72,,,0,0,,,,1,duplicate,,,,,,
20040703-storm1,2004-W-009482-01,7/3/04,2004,7,3,1830,,WIND,65,SD,Pennington,KUDX,44.13,-103.22,,,,,44.13,-103.22,,,0,0,,,,1,report location off,,,,,,
20040705-storm1,2004-H-009800-01,7/6/04,2004,7,6,130,,HAIL,250,OK,Garfield,KVNX,36.55,-97.82,,,4217,20637,36.4478,-97.805,36.6144,-97.972,0,0,1,0103 0129,,,,,,,,,
20040705-storm2,2004-H-009801-01,7/6/04,2004,7,6,152,,HAIL,250,OK,Garfield,KVNX,36.57,-97.93,,,,,36.57,-97.93,,,0,0,,,,1,duplicate,,,,,,
20040705-storm3,2004-H-009802-01,7/6/04,2004,7,6,200,,HAIL,200,OK,Garfield,KVNX,36.55,-97.82,,,,,36.55,-97.82,,,0,0,,,,1,duplicate,,,,,,
20040711-storm1,2004-H-006789-01,7/12/04,2004,7,12,110,,HAIL,300,MT,Valley,KGGW,48.52,-106.4,,,731,15228,48.6425,-107.3662,48.6191,-105.8479,0,0,0,,,,,,,,,,
20040718-storm1,2004-H-008538-01,7/19/04,2004,7,19,20,,HAIL,250,ND,GrandForks,KMVX,47.78,-97.37,,,235926,5005,47.8685,-97.3846,47.6448,-97.4431,0,0,0,,,,,,,,,,
20040718-storm2,2004-T-001443-01,7/19/04,2004,7,19,28,,TORNADO,2,ND,Steele,KMVX,47.68,-97.6,47.68,-97.6,235429,5005,47.7346,-97.6008,47.6061,-97.4929,0,0,0,,,,,,,,,,
20040719-storm1,2004-W-011646-01,7/19/04,2004,7,19,1750,,WIND,65,WI,Trempealeau,KARX,44.08,-91.23,,,165004,193049,44.4713,-91.3099,43.4805,-91.2978,0,0,0,,,,,,,,,,
20040722-storm1,2004-W-003871-01,7/22/04,2004,7,22,2044,,WIND,74,KS,Cheyenne,KGLD,39.72,-101.8,,,194349,232320,39.9611,-102.0825,38.994,-101.5332,0,0,0,,,,,,,,,,
20040808-storm1,2004-T-000470-01,8/8/04,2004,8,8,2200,,TORNADO,0,ME,Cumberland,KGYX,43.77,-70.53,43.77,-70.53,,,43.77,-70.53,,,0,0,,,,1,LSR location incorrect,,,,,,
20040810-storm1,2004-T-001560-01,8/10/04,2004,8,10,2058,,TORNADO,0,CO,Weld,KCYS,40.83,-104.77,40.83,-104.77,204019,211844,40.6765,-105.0186,40.4567,-104.8877,0,0,0,,,,,,,,,,
20040823-storm1,2004-T-000387-01,8/24/04,2004,8,24,12,,TORNADO,0,KS,Shawnee,KTWX,39.05,-95.87,39.05,-95.87,,,39.05,-95.87,,,0,0,,,,1,data not available,,,,,,
20040829-storm1,2004-T-000424-01,8/29/04,2004,8,29,2230,,TORNADO,0,MN,Polk,KMVX,47.53,-96.83,47.53,-96.8,213912,231212,47.5554,-97.1076,47.5563,-96.3846,0,0,1,2217 2247,,,,,,,,,
20040830-storm1,2004-T-001587-01,8/30/04,2004,8,30,1718,,TORNADO,0,VA,Surry,KAKQ,37.23,-76.95,37.25,-76.98,164418,174752,37.0715,-76.7967,37.3453,-77.1987,0,0,1,1748,,,hurricane case,,,,,,
20040830-storm2,2004-T-001589-01,8/30/04,2004,8,30,1742,,TORNADO,0,VA,JamesCity,KAKQ,37.2,-76.78,37.23,-76.82,171812,175621,37.1411,-76.6334,37.3297,-76.8581,0,0,0,,,,hurricane case,,,,,,
20040906-storm1,2004-T-001671-01,9/7/04,2004,9,7,730,,TORNADO,0,SC,Jasper,KCLX,32.33,-81.02,32.33,-81.02,,,32.33,-81.02,,,0,0,,,,1,radar data not available,,,,,,
20040907-storm1,2004-T-001674-02,9/7/04,2004,9,7,1935,,TORNADO,1,SC,Allendale,KCLX,32.97,-81.17,33.02,-81.15,,,32.97,-81.17,,,0,0,,,,1,radar data not available,,,,,,
20040907-storm2,2004-T-001483-01,9/7/04,2004,9,7,2000,,TORNADO,0,SC,Fairfield,KCAE,34.27,-81.28,34.38,-81.2,185945,202930,33.8606,-81.1651,34.5653,-81.2443,0,0,1,1942,,,,,,,,,
20040908-storm1,2004-T-001743-01,9/8/04,2004,9,8,2105,,TORNADO,0,VA,Fauquier,KLWX,38.95,-77.92,38.97,-77.92,203735,213331,38.8416,-77.8172,39.2568,-77.9949,0,0,0,,,1,radar data incomplete,,,,,,
20040917-storm1,2004-T-001619-02,9/17/04,2004,9,17,1614,,TORNADO,0,VA,Franklin,KFCX,36.85,-79.93,36.87,-79.95,153213,164145,36.4163,-79.988,37.077,-79.9623,0,0,1,1612,,,,,,,,,
20040927-storm1,2004-T-001492-01,9/27/04,2004,9,27,2130,,TORNADO,0,SC,Lexington,KCAE,34.03,-81.42,34.05,-81.43,211331,220737,33.9678,-81.2792,34.3509,-81.7624,0,0,0,,,,very small cell,,,,,,
20040927-storm2,2004-T-001656-01,9/27/04,2004,9,27,2330,,TORNADO,0,NC,Wake,KRAX,35.7,-78.82,35.75,-78.87,224742,1138,35.5443,-78.7253,35.91,-79.0033,0,0,0,,,,,,,,,,
20041013-storm1,2004-T-001718-01,10/13/04,2004,10,13,1650,,TORNADO,0,NC,Jones,KMHX,35.02,-77.2,35.02,-77.2,154740,184207,34.861,-77.5808,35.3163,-76.4704,0,0,1,1805,,,,,,,,,
20041013-storm2,2004-T-001719-01,10/13/04,2004,10,13,1720,,TORNADO,0,NC,Craven,KMHX,35.1,-77.03,35.1,-77.03,,,35.1,-77.03,,,0,0,,,,1,duplicate,,,,,,
20041013-storm3,2004-T-001721-01,10/13/04,2004,10,13,1830,,TORNADO,0,NC,Pamlico,KMHX,35.1,-76.72,35.1,-76.72,180005,184207,35.0823,-77.2219,35.1558,-76.9074,0,0,0,,,,,,,,,,
20041013-storm4,2004-W-011025-01,10/13/04,2004,10,13,2130,,WIND,70,TX,Caldwell,KEWX,29.88,-97.67,,,194203,215008,29.9522,-98.2321,29.69,-97.3104,0,0,1,2133,,,,,,,,,
20041018-storm1,2004-T-000573-01,10/19/04,2004,10,19,40,,TORNADO,0,MS,Clay,KGWX,33.67,-88.58,33.67,-88.57,233710,20622,33.638,-89.096,33.9277,-88.0763,0,0,1,0008 0028,,,,,,,,,
20041029-storm1,2004-W-006258-01,10/29/04,2004,10,29,2335,,WIND,65,MO,Johnson,KEAX,38.72,-94,,,224006,1748,38.3061,-94.7477,38.8997,-93.4475,0,0,0,,,,,,,,,,
20041101-storm1,2004-T-000643-01,11/1/04,2004,11,1,2330,,TORNADO,0,LA,JeffersonDavis,KLCH,30.23,-92.82,30.23,-92.82,222554,235501,29.756,-93.1204,30.2675,-92.871,0,0,1,2247,,,,,,,,,
20041110-storm1,2004-T-001792-01,11/10/04,2004,11,10,2243,,TORNADO,1,OK,Oklahoma,KTLX,35.53,-97.3,35.57,-97.23,214650,235525,35.3465,-97.6934,35.886,-96.8517,0,0,0,,,,,,,,,,
20041110-storm2,2004-T-001697-01,11/10/04,2004,11,10,2300,,TORNADO,0,OK,Oklahoma,KTLX,35.62,-97.2,35.63,-97.18,,,35.62,-97.2,,,0,0,,,,1,duplicate,,,,,,
20041122-storm1,2004-T-000645-01,11/22/04,2004,11,22,1930,,TORNADO,0,LA,Calcasieu,KLCH,30.23,-93.02,30.23,-93.02,193746,224545,30.2948,-92.9728,30.4924,-92.525,0,0,1,2221,,,,,,,,,
20041122-storm2,2004-T-000646-01,11/22/04,2004,11,22,2005,,TORNADO,0,LA,JeffersonDavis,KLCH,30.32,-92.95,30.33,-92.95,,,30.32,-92.95,,,0,0,,,,1,duplicate,,,,,,
20041123-storm1,2004-T-000474-01,11/23/04,2004,11,23,2312,,TORNADO,0,TX,Maverick,KDFX,28.92,-100.27,28.93,-100.27,,,28.92,-100.27,,,0,0,,,,1,radar data not available,,,,,,
20041123-storm2,2004-T-000631-01,11/24/04,2004,11,24,49,,TORNADO,2,LA,Natchitoches,KPOE,31.33,-92.95,31.48,-92.88,,,31.33,-92.95,,,0,0,,,,1,radar data not available,,,,,,
20050219-storm1,2005-T-000016-01,2/19/05,2005,2,19,1542,,TORNADO,0,CA,Orange,KSOX,33.67,-118,33.67,-118,,,,,,,,,,,,1,No Radar Data,,,,,,
20050327-storm1,2005-H-001143-01,3/27/05,2005,3,27,1759,,HAIL,300,AL,Tallapoosa,KMXX,32.75,-85.87,,,,,,,,,,,,,,1,No Radar Data,,,,,,
20050406-storm1,2005-T-000744-01,4/6/05,2005,4,6,1210,,TORNADO,3,MS,Rankin,KDGX,32.13,-90.12,32.28,-89.93,112326,135159,31.1839706,-90.461426,32.720844,-89.406021,0,0,1,1304 1320 1341 ,,,tracks directly over radar may have one more cell merger at that point,,,,,,
20050406-storm1,2005-T-000746-01,4/6/05,2005,4,6,1258,,TORNADO,1,MS,Rankin,KDGX,32.4,-89.77,32.42,-89.77,112326,135159,31.1839706,-90.461426,32.720844,-89.406021,0,0,1,1304 1320 1341 ,,,Same storm as above new report,,,,,,
20050406-storm1,2005-T-000747-01,4/6/05,2005,4,6,1300,,TORNADO,1,MS,Scott,KDGX,32.47,-89.77,32.47,-89.67,112326,135159,31.1839706,-90.461426,32.720844,-89.406021,0,0,1,1304 1320 1341 ,,,Same storm as above new report,,,,,,
20050406-storm2,2005-T-000758-01,4/6/05,2005,4,6,1442,,TORNADO,2,MS,Smith,KDGX,32.1,-89.68,32.22,-89.65,133101,154158,31.606554,-90.031441,32.16895,-89.403267,0,0,1,1433 1526 ,,,Embedded in line to start,,,,,,
20050406-storm2,2005-T-000758-02,4/6/05,2005,4,6,1459,,TORNADO,1,MS,Scott,KDGX,32.22,-89.63,32.23,-89.6,133101,154158,31.606554,-90.031441,32.16895,-89.403267,0,0,1,1433 1526 ,,,Same storm as above new report,,,,,,
20050408-storm1,2005-T-000427-01,4/8/05,2005,4,8,2305,,TORNADO,0,CA,Butte,KBBX,39.62,-121.8,39.63,-121.8,213013,230312,39.319511,-121.871559,39.348488,-121.506172,0,0,1,2204 2247,,,LP over terrain difficult to distinguish cell mergers,,,,,,
20050421-storm1,2005-T-000703-01,4/22/05,2005,4,22,130,,TORNADO,0,OK,Wagoner,KINX,35.93,-95.38,35.93,-95.38,211,20247,36.155315,-95.7117,35.98632,-95.196297,0,0,0,,,,possible mergers but too much noise to determine time,,,,,,
20050425-storm1,2005-T-000693-01,4/25/05,2005,4,25,2135,,TORNADO,0,TX,Dallas,KFWS,32.55,-96.95,32.55,-96.95,193258,223104,32.577217,-98.075745,32.42981,-96.525894,0,0,1,2112 2132 2147,,,Northern Supercell merges with southern supercell around 2200,,,,,,
20050425-storm2,2005-T-000694-01,4/25/05,2005,4,25,2156,,TORNADO,0,TX,Ellis,KFWS,32.32,-97.02,32.32,-97.02,195250,223742,32.408794,-98.074303,32.231991,-96.631248,0,0,1,2057 2156,,,Southern Supercell,,,,,,
20050602-storm1,2005-T-000950-01,6/2/05,2005,6,2,2248,,TORNADO,0,CO,Elbert,KFTG,39.47,-104.32,39.47,-104.32,221850,1408,39.446945,-104.533363,39.29678,-103.546494,0,0,0,,,,Not really supercellular develops as several weaker cells merge,,,,,,
20050605-storm1,2005-H-006871-01,6/5/05,2005,6,5,2215,,HAIL,200,TX,Lubbock,KLBB,33.45,-101.85,,,213728,232807,33.403564,-101.729935,33.383911,-101.503662,0,0,1,2159 2226 2314 2332 ,,,Several cells hard to track at end may impact MYRORSS,,,,,,
20050605-storm1,2005-H-006878-01,6/5/05,2005,6,5,2225,,HAIL,425,TX,Lynn,KLBB,33.35,-101.73,,,213728,232807,33.403564,-101.729935,33.383911,-101.503662,0,0,1,2159 2226 2314 2332 ,,,Same storm as above new report,,,,,,
20050609-storm1,2005-H-007804-01,6/9/05,2005,6,9,2329,,HAIL,400,TX,Hale,KLBB,33.87,-101.8,,,225220,33209,33.759277,-101.922692,33.675026,-100.984955,0,0,1,2336 0008 0021 0039 0052 0101 0110 0119 0136 0216 0238 0256 0309  ,,,Incredible amount of cell mergers would make great case study,,,,,,
20050609-storm1,2005-T-001034-02,6/10/05,2005,6,10,50,,TORNADO,3,TX,Floyd,KLBB,33.87,-101.52,33.87,-101.27,225220,33209,33.759277,-101.922692,33.675026,-100.984955,0,0,1,2336 0008 0021 0039 0052 0101 0110 0119 0136 0216 0238 0256 0309  ,,,Same storm as above new report,,,,,,
20050613-storm1,2005-W-003992-01,6/13/05,2005,6,13,2215,,WIND,68,MO,St.Charles,KLSX,38.85,-90.87,,,213254,230716,38.770493,-91.458839,39.24181,-90.163383,0,0,0,,,,imbedded supercell not a lot of rotation will revisit,,,,,,
20050624-storm1,2005-H-009030-01,6/25/05,2005,6,25,19,,HAIL,275,NV,Storey,KRGX,39.53,-119.65,,,234441,12100,39.472546,-119.577362,39.511208,-119.587761,0,0,1,24 0059 0125 ,,,LP supercell that loses characteristics after 2330 will revisit,,,,,,
20050701-storm1,2005-H-009829-01,7/2/05,2005,7,2,113,,HAIL,200,KS,Wallace,KGLD,39.1,-101.48,,,223402,22751,39.91254,-102.157112,38.758072,-101.383179,0,0,0,,,,Begins as line and transitions to isolated supercell,,,,,,
20050704-storm1,2005-H-010154-01,7/4/05,2005,7,4,2325,,HAIL,275,KS,Logan,KGLD,39.07,-101.47,,,212116,235749,39.271805,-101.629555,38.887035,-101.471817,0,0,0,,,,Ask about possible cell mergers between 2159 and 2314 ,,,,,,
20050705-storm1,2005-H-010321-01,7/6/05,2005,7,6,330,,HAIL,275,NM,Quay,KFDX,34.82,-103.83,,,20331,44654,35.119225,-104.218567,34.835278,-103.609406,0,0,1,240 0301 0306 ,,,Surrounded by other cells and outflow boundary,,,,,,
20050706-storm1,2005-T-001062-01,7/6/05,2005,7,6,2230,,TORNADO,0,GA,Meriwether,KFFC,33.15,-84.68,33.15,-84.68,212700,122,32.793514,-84.903831,33.869625,-84.30381,0,0,1,2206 2311 2349 0000 0038 0101 ,,,cycled around 2220 messy towards end check mergers,,,,,,
20050706-storm2,2005-T-000310-01,7/6/05,2005,7,6,2245,,TORNADO,0,IN,Kosciusko,KIWX,41.3,-85.98,41.3,-85.98,220821,2345,41.40678,-85.990784,41.151463,-85.924942,0,0,0,,,,,,,,,,
20050720-storm1,2005-H-010703-01,7/20/05,2005,7,20,2240,,HAIL,275,SD,Custer,KUDX,43.78,-102.82,,,211541,233526,44.09977,-103.502129,43.555779,-102.403755,0,0,0,,,,two supercells parallel one another,,,,,,
20050725-storm1,2005-T-000270-01,7/25/05,2005,7,25,2107,,TORNADO,1,WI,Rock,KMKX,42.82,-88.92,42.82,-88.88,,,,,,,,,,,,1,probable landspout tornadono rotation on velocity,,,,,,
20050725-storm2,2005-W-007947-01,7/26/05,2005,7,26,0,,WIND,65,AZ,Pima,KEMX,32.17,-110.9,,,231138,2549,32.081161,-110.83622,32.142967,-110.801132,0,0,1,2354 0004  ,,,,,,,,,
20050829-storm1,2005-T-001127-01,8/29/05,2005,8,29,2345,,TORNADO,1,GA,Spalding,KFFC,33.25,-84.22,33.27,-84.22,,,,,,,,,,,,1,No Radar Data,,,,,,
20050909-storm1,2005-W-010510-01,9/9/05,2005,9,9,2310,,WIND,65,AZ,Maricopa,KIWA,33.42,-111.82,,,225215,233156,33.330845,-111.866623,33.566914,-111.66951,0,0,0,,,,LP Storm not a lot of defined rotation will still run through MYRORSS,,,,,,
20050917-storm1,2005-H-012628-01,9/17/05,2005,9,17,2236,,HAIL,275,TX,Lubbock,KLBB,33.43,-101.72,,,212253,232655,33.299141,-102.112022,33.569332,-101.437378,0,0,1,2145 2153 2238  ,,,Weakens and merges with cells to the north,,,,,,
20050921-storm1,2005-T-001171-01,9/22/05,2005,9,22,8,,TORNADO,0,MN,Hennepin,KMPX,45.12,-93.33,45.12,-93.33,225807,4624,45.473736,-94.165176,45.193398,-92.820107,0,0,0,,,,storms are merging on backside of analyzed supercell,,,,,,
20050924-storm1,2005-T-000434-01,9/24/05,2005,9,24,2140,,TORNADO,2,AR,Lonoke,KLZK,34.7,-91.97,34.77,-92.07,20335,235734,34.09272,-91.492271,35.268261,-92.911896,0,0,1,2115 2149 2215 2250 2336,,,Cluster of cells and showers cycles around 2239,,,,Redo MYRORSS,,
20050925-storm1,2005-T-000358-01,9/25/05,2005,9,25,1801,,TORNADO,0,AL,Lamar,KGWX,33.73,-88.05,33.73,-88.05,,,,,,,,,,,,1,No discernable meso on velocity,,,,,,
20050925-storm2,2005-T-000476-01,9/25/05,2005,9,25,1905,,TORNADO,0,MS,Madison,KDGX,32.55,-89.97,32.58,-89.92,173711,194725,32.160988,-90.782684,32.767593,-89.455429,0,0,0,,,,cluster of distinct cells,,,,,,
20050925-storm3,2005-T-000485-01,9/25/05,2005,9,25,2207,,TORNADO,0,MS,Rankin,KDGX,32.17,-89.78,32.17,-89.78,205344,233110,32.095432,-90.46888,32.174099,-89.205109,0,0,1,2142 2242 2247 2325,,,gets messy close to radar,,,,,,
20050930-storm1,2005-W-011270-01,10/1/05,2005,10,1,205,,WIND,65,OK,Comanche,KFDR,34.65,-98.77,,,3339,24542,34.122437,-99.671066,34.854504,-98.411934,0,0,1,0038 0058 0129 0245 ,,,cycles several times,,,,,,
20051019-storm1,2005-H-013019-01,10/19/05,2005,10,19,2048,,HAIL,200,KS,Ford,KDDC,37.55,-99.85,,,194839,205244,37.144131,-100.33197,37.643665,-99.836273,0,0,0,,,,Reflectivity falls below 40 dBz at 2052 later restrengthens without visible rotation,,,,,,
20051023-storm1,2005-T-001191-01,10/24/05,2005,10,24,130,,TORNADO,0,FL,Brevard,KMLB,28.33,-80.72,28.35,-80.72,214450,31140,27.46624,-80.826485,28.772808,-80.5588,0,0,1,2229 2352 0010 0123 0210 0258 ,,,Possible boundaries and other heterogeneities,,,,,,
20051204-storm1,2005-T-000601-01,12/4/05,2005,12,4,2219,,TORNADO,0,GA,Henry,KFFC,33.55,-84.27,33.55,-84.25,202336,222840,33.312893,-85.357529,33.555447,-84.103935,0,0,0,,,,,,,,,,
20051205-storm1,2005-T-000611-01,12/5/05,2005,12,5,1810,,TORNADO,1,FL,Wakulla,KTLH,30.18,-84.38,30.22,-84.32,165807,193128,30.054857,-84.984116,30.490913,-83.769669,0,0,1,1825 1841 1858 ,,,,,,,,,
20060101-storm1,2006-T-000015-01,1/2/06,2006,1,2,900,,TORNADO,0,MO,St.Charles,KLSX,38.68,-90.92,38.7,-90.92,,,,,,,,,,,,1,,,,,,,
20060102-storm1,2006-T-000009-01,1/2/06,2006,1,2,1943,,TORNADO,2,KY,Hardin,KLVX,37.67,-85.97,37.77,-85.9,183459,201824,37.4045,-86.3852,37.8497,-85.7367,0,0,1,1856 1935 2018,,,merged with squall line at the end,,,,,,
20060102-storm2,2006-H-000077-01,1/2/06,2006,1,2,2130,,HAIL,200,GA,Fulton,KFFC,33.52,-84.67,,,211257,224857,33.5232,-84.9154,33.4859,-84.1373,0,0,1,2235,,,,,,,,,
20060102-storm2,2006-T-000595-01,1/2/06,2006,1,2,2145,,TORNADO,2,GA,Fulton,KFFC,33.52,-84.67,33.52,-84.58,211257,224857,33.5232,-84.9154,33.4859,-84.1373,0,0,1,2235,,,,,,,,,
20060102-storm3,2006-T-000596-01,1/2/06,2006,1,2,2212,,TORNADO,3,GA,Pike,KFFC,33.15,-84.45,33.15,-84.4,212917,231935,33.0758,-84.8217,33.1226,-83.7718,0,0,1,2118 2306,,,,,,,,,
20060102-storm4,2006-H-000098-01,1/2/06,2006,1,2,2240,,HAIL,275,GA,Pike,KFFC,33.02,-84.5,,,213443,224857,33.0267,-85.3181,33.0362,-84.3608,0,0,1,2253,,,,,,,,,
20060111-storm1,2006-T-000591-01,1/11/06,2006,1,11,2220,,TORNADO,1,VA,Sussex,KAKQ,36.95,-77.27,36.97,-77.23,212323,232522,36.7534,-77.7352,37.271,-76.7442,0,0,1,2145,,,,,,,,,
20060111-storm2,2006-T-000592-01,1/11/06,2006,1,11,2323,,TORNADO,1,VA,JamesCity,KAKQ,37.22,-76.82,37.22,-76.82,,,,,,,,,,,,1,report time/location does not match radar data,,,,,,
20060113-storm1,2006-T-000032-01,1/13/06,2006,1,13,1845,,TORNADO,0,AL,Henry,KEOX,31.4,-85.27,31.4,-85.27,,,,,,,,,,,,1,,,,,,,
20060204-storm1,2006-T-000004-01,2/4/06,2006,2,4,1643,,TORNADO,0,SC,Fairfield,KCAE,34.18,-81.18,34.27,-81.08,155636,172310,33.8379,-81.452,34.6027,-80.8081,0,0,0,,,,,,,,,,
20060216-storm1,2006-H-000340-01,2/16/06,2006,2,16,2057,,HAIL,275,MO,St.Louis,KLSX,38.72,-90.43,,,195442,213907,38.4646,-91.441,38.8643,-89.8183,0,0,0,,,,,,,,,,
20060216-storm1,2006-H-000344-01,2/16/06,2006,2,16,2105,,HAIL,300,MO,St.Louis,KLSX,38.77,-90.43,,,195442,213907,38.4646,-91.441,38.8643,-89.8183,0,0,0,,,,,,,,,,
20060312-storm1,2006-H-000981-01,3/12/06,2006,3,12,1423,,HAIL,225,KS,Geary,KTWX,38.93,-96.52,,,133328,152716,38.5464,-96.8989,39.551,-95.785,0,0,1,1343,,,,,,,,,
20060312-storm2,2006-H-001228-01,3/13/06,2006,3,13,28,,HAIL,200,MO,Jackson,KEAX,39.03,-94.57,,,1221,11557,38.661,-94.865,39.601,-93.908,0,0,0,,,,,,,,,,
20060312-storm3,2006-T-000085-01,3/13/06,2006,3,13,257,,TORNADO,2,IL,Logan,KILX,39.93,-89.32,39.98,-89.32,20458,41449,39.731,-89.922,40.331,-88.447,0,0,0,,,,,,,,,,
20060312-storm3,2006-T-000086-01,3/13/06,2006,3,13,300,,TORNADO,2,IL,Logan,KILX,39.93,-89.28,39.97,-89.28,20458,41449,39.731,-89.922,40.331,-88.447,0,0,0,,,,,,,,,,
20060312-storm3,2006-T-000635-02,3/13/06,2006,3,13,324,,TORNADO,1,IL,DeWitt,KILX,40.05,-89.02,40.05,-89.02,20458,41449,39.731,-89.922,40.331,-88.447,0,0,0,,,,,,,,,,
20060312-storm4,2006-T-000105-02,3/13/06,2006,3,13,425,,TORNADO,3,MO,Christian,KSGF,37.03,-93.63,37.08,-93.28,34427,53414,36.885,-94.146,37.371,-92.562,0,0,0,,,,,,,,,,
20060312-storm4,2006-T-000639-01,3/13/06,2006,3,13,503,,TORNADO,2,MO,Webster,KSGF,37.2,-93,37.27,-92.87,34427,53414,36.885,-94.146,37.371,-92.562,0,0,0,,,,,,,,,,
20060312-storm5,2006-H-001520-01,3/13/06,2006,3,13,859,,HAIL,200,MO,St.Louis,KLSX,38.75,-90.37,,,75107,92730,38.419,-91.416,38.888,-89.866,0,0,0,,,,,,,,,,
20060313-storm1,2006-T-000041-01,3/13/06,2006,3,13,2115,,TORNADO,0,MS,Clay,KGWX,33.73,-88.72,33.73,-88.72,203755,231008,33.684,-89.114,33.914,-87.506,0,0,1,2215,,,,,,,,,
no radar data,2006-T-000708-01,4/3/06,2006,4,3,150,,TORNADO,3,KY,Christian,KHPX,36.9,-87.63,36.93,-87.28,,,,,,,,,,,,1,,,,,,,
no radar data,2006-T-000708-02,4/3/06,2006,4,3,211,,TORNADO,2,KY,Todd,KHPX,36.93,-87.28,36.93,-87.1,,,,,,,,,,,,1,,,,,,,
20060402-storm1,2006-T-000831-01,4/3/06,2006,4,3,245,,TORNADO,1,TN,Fayette,KNQA,35.35,-89.52,35.35,-89.52,13655,33027,35.424,-90.058,35.501,-89.064,0,0,0,,,,,,,,,,
20060406-storm1,2006-W-001785-01,4/6/06,2006,4,6,2223,,WIND,71,KS,Riley,KTWX,39.17,-96.55,,,214651,225030,38.695,-96.966,39.456,-96.596,0,1,1,2245,,,cell merger killed it,,,,,,
20060406-storm1,2006-H-002964-01,4/6/06,2006,4,6,2225,,HAIL,200,KS,Riley,KTWX,39.18,-96.58,,,214651,225030,38.695,-96.966,39.456,-96.596,0,1,1,2245,,,cell merger killed it,,,,,,
20060407-storm1,2006-H-003099-01,4/7/06,2006,4,7,1655,,HAIL,275,TN,Fayette,KNQA,35.1,-89.55,,,160837,174130,34.825,-90.313,35.278,-89.051,0,0,0,,,,,,,,,,
20060407-storm1,2006-H-003104-01,4/7/06,2006,4,7,1715,,HAIL,275,TN,Fayette,KNQA,35.23,-89.55,,,160837,174130,34.825,-90.313,35.278,-89.051,0,0,0,,,,,,,,,,
20060407-storm2,2006-T-000769-02,4/8/06,2006,4,8,49,,TORNADO,0,TN,Lincoln,KHTX,35.02,-86.5,35.02,-86.5,1901,15156,34.95,-86.909,35.141,-85.719,0,0,0,,,,messy ... loses supercell characteristics at the end and becomes outflow dominant,,,,,,
20060407-storm2,2006-T-000784-01,4/8/06,2006,4,8,101,,TORNADO,0,TN,Lincoln,KHTX,35.17,-86.4,35.17,-86.4,1901,15156,34.95,-86.909,35.141,-85.719,0,0,0,,,,,,,,,,
20060414-storm1,2006-H-004452-01,4/15/06,2006,4,15,305,,HAIL,200,IN,Hamilton,KIND,39.98,-86.13,,,20523,40142,40.282,-86.744,39.477,-85.457,0,0,0,,,,,,,,,,
20060414-storm1,2006-H-004454-01,4/15/06,2006,4,15,312,,HAIL,200,IN,Hamilton,KIND,39.97,-86.02,,,20523,40142,40.282,-86.744,39.477,-85.457,0,0,0,,,,,,,,,,
20060419-storm1,2006-H-004994-01,4/19/06,2006,4,19,1958,,HAIL,275,GA,Coweta,KFFC,33.4,-84.97,,,193731,214418,33.474,-85.104,32.7,-84.771,0,0,0,,,,,,,,,,
20060419-storm1,2006-H-005001-01,4/19/06,2006,4,19,2020,,HAIL,275,GA,Troup,KFFC,33.18,-84.92,,,193731,214418,33.474,-85.104,32.7,-84.771,0,0,0,,,,,,,,,,
